,id,title,location,city,price,original_price,discount,m2,hab,floor,air,terrace,storage,elevator,garage,outside,wardrobes,pool,garden,satus,energy,co2,status
748,105376439,Piso en venta en calle del Pare Rodés,Verdun, Barcelona,103400,103400,0,67,2.0,,False,False,False,True,False,False,False,False,False,Buen estado,,,
749,104826487,Piso en venta en calle de Batllori,Verdun, Barcelona,87200,87200,0,52,2.0,,False,False,False,True,False,False,False,False,False,Buen estado,,,
750,104843418,Piso en venta en avenida dels Rasos de Peguera,Ciutat Meridiana - Torre Baró - Vallbona, Barcelona,54200,54200,0,55,2.0,Bajo sin ascensor,False,False,False,True,False,False,False,False,False,Buen estado,,,
751,103356790,"Piso en venta en paseo de Verdum, 33",Porta, Barcelona,448000,448000,0,102,3.0,Planta 3ª exterior con ascensor,True,True,False,True,False,True,True,True,False,Buen estado,,,
752,103353653, Casa o chalet independiente en venta en Les Roquetes,Nou Barris, Barcelona,210000,210000,0,114,3.0,,False,True,True,False,False,False,True,False,False,Buen estado,,,
753,104889005,Piso en venta en calle del Cadí,Can Peguera - El Turó de la Peira, Barcelona,119000,119000,0,64,1.0,,False,False,False,True,False,False,False,False,False,Buen estado,,,
754,104891511,Piso en venta en calle del Pedraforca,Ciutat Meridiana - Torre Baró - Vallbona, Barcelona,65000,65000,0,63,3.0,Bajo sin ascensor,True,False,False,True,False,False,False,False,False,Buen estado,,,
755,104913063,Piso en venta en ronda de la Guineueta Vella,Canyelles, Barcelona,127100,127100,0,70,3.0,Planta 4ª con ascensor,False,False,False,True,False,False,False,False,False,Buen estado,,,
756,105504906,Piso en venta en calle d'Aiguablava,La Trinitat Nova, Barcelona,58800,58800,0,45,2.0,Planta 3ª sin ascensor,False,False,False,True,False,False,False,False,False,Buen estado,,,
757,104825848,Piso en venta en calle de la Mina de la Ciutat,Les Roquetes, Barcelona,70100,70100,0,60,3.0,,False,False,False,True,False,False,False,False,False,Buen estado,,,
758,105376601,Piso en venta en calle de les Agudes,Ciutat Meridiana - Torre Baró - Vallbona, Barcelona,70900,70900,0,50,2.0,Planta 2ª sin ascensor,False,False,False,True,False,False,False,False,False,Buen estado,,,
759,105051889,Piso en venta en calle de la Cantera,Les Roquetes, Barcelona,62700,62700,0,53,3.0,Bajo sin ascensor,False,False,False,True,False,False,False,False,False,Buen estado,,,
760,104774288,Piso en venta en La Prosperitat,Nou Barris, Barcelona,284000,284000,0,100,3.0,Planta 3ª interior sin ascensor,True,False,False,True,False,False,False,False,False,Buen estado,,,
761,104912990,Piso en venta en calle del Molí,La Prosperitat, Barcelona,96500,96500,0,70,2.0,,False,False,False,True,False,False,False,False,False,Buen estado,,,
762,105504872,Piso en venta en via Favència,Verdun, Barcelona,72600,72600,0,53,1.0,Planta 1ª sin ascensor,False,False,False,True,False,False,False,False,False,Buen estado,,,
763,105052313,Piso en venta en avenida dels Rasos de Peguera,Ciutat Meridiana - Torre Baró - Vallbona, Barcelona,54200,54200,0,55,2.0,Bajo sin ascensor,False,False,False,True,False,False,False,False,False,Buen estado,,,
764,104825853,Piso en venta en calle de la Cantera,Les Roquetes, Barcelona,62700,62700,0,53,3.0,Bajo sin ascensor,False,False,False,True,False,False,False,False,False,Buen estado,,,
765,104913117,Piso en venta en calle de l'Esquirol Volador,La Guineueta, Barcelona,214000,214000,0,99,1.0,Planta 4ª sin ascensor,False,False,False,True,False,False,False,False,False,Buen estado,,,
