,Unnamed: 0,id
0,0,105520255
1,1,97800187
2,2,103890711
3,3,103029464
4,4,104677476
5,5,104574509
6,6,105385620
7,7,102594562
8,8,103588952
9,9,104605440
10,10,105381042
11,11,104895169
12,12,103510732
13,13,105563120
14,14,103478853
15,15,104668060
16,16,104441263
17,17,104792633
18,18,104792340
19,19,104827409
20,20,105934208
21,21,101032255
22,22,103804004
23,23,103420819
24,24,103019026
25,25,103019256
26,26,105932245
27,27,105408396
28,28,106029058
29,29,103034780
30,30,105552605
31,31,105880539
32,32,104081359
33,33,103965114
34,34,104255296
35,35,105385514
36,36,105960937
37,37,105645580
38,38,104925054
39,39,105282974
40,40,105872599
41,41,105029368
42,42,105853370
43,43,105958039
44,44,104066922
45,45,97768568
46,46,103946158
47,47,105157654
48,48,106030920
49,49,105903028
50,50,106008169
51,51,105855313
52,52,105695420
53,53,96362253
54,54,105491245
55,55,104922731
56,56,105628375
57,57,104396322
58,58,104693370
59,59,105385351
60,60,99990899
61,61,102856487
62,62,104862414
63,63,105549840
64,64,99736872
65,65,105957679
66,66,105430531
67,67,103435255
68,68,105468783
69,69,103979513
70,70,100943254
71,71,100943285
72,72,105964880
73,73,106076973
74,74,103843759
75,75,100255138
76,76,106078467
77,77,106079583
78,78,106040303
79,79,105550488
80,80,103770616
81,81,105578726
82,82,104564469
83,83,105974908
84,84,105509631
85,85,102735608
86,86,105515708
87,87,105815713
88,88,103789747
89,89,106002620
90,90,103757720
91,91,100799488
92,92,106035557
93,93,104003854
94,94,105532111
95,95,105132986
96,96,103890887
97,97,103151728
98,98,105991242
99,99,105938851
100,100,104648714
101,101,102833365
102,102,105462855
103,103,105647746
104,104,103761599
105,105,103870964
106,106,105940429
107,107,105637933
108,108,103814777
109,109,86341501
110,110,105300338
111,111,103756899
112,112,104277646
113,113,97122287
114,114,106033585
115,115,105303955
116,116,105303795
117,117,105959600
118,118,104884593
119,119,106012488
120,120,106012488
121,121,104003125
122,122,102081332
123,123,103829829
124,124,102548552
125,125,103736426
126,126,105386178
127,127,105899319
128,128,104734778
129,129,103759391
130,130,106003724
131,131,103813498
132,132,102081471
133,133,106048004
134,134,104900409
135,135,106048893
136,136,103998897
137,137,105494152
138,138,103837996
139,139,105185022
140,140,105865416
141,141,106030529
142,142,105515798
143,143,103993176
144,144,105678083
145,145,106012127
146,146,103932400
147,147,105778020
148,148,105932723
149,149,106060089
150,150,105223039
151,151,103834863
152,152,105783247
153,153,105228628
154,154,105172368
155,155,105561276
156,156,105105570
157,157,105907719
158,158,105473901
159,159,105461840
160,160,103740553
161,161,105728422
162,162,105392737
163,163,104586962
164,164,106034703
165,165,105744873
166,166,104176860
167,167,101027559
168,168,101027555
169,169,104068208
170,170,104018354
171,171,104692852
172,172,105943917
173,173,103391224
174,174,103994552
175,175,104798556
176,176,105075259
177,177,103822176
178,178,102081329
179,179,106010622
180,180,105996829
181,181,106010622
182,182,105996800
183,183,102081329
184,184,105465399
185,185,94378668
186,186,105924790
187,187,105923837
188,188,104013682
189,189,106035627
190,190,95613937
191,191,106022997
192,192,105843445
193,193,103405532
194,194,105883108
195,195,105889311
196,196,104954712
197,197,105846975
198,198,102631551
199,199,105890404
200,200,103094381
201,201,105930371
202,202,104708110
203,203,105706995
204,204,105597234
205,205,103340900
206,206,105194795
207,207,103816734
208,208,105851533
209,209,101858637
210,210,103998882
211,211,105409269
212,212,103984573
213,213,105965407
214,214,105700587
215,215,105302220
216,216,103838676
217,217,105908146
218,218,99607636
219,219,105871936
220,220,104836846
221,221,97944192
222,222,105261579
223,223,104886059
224,224,105774587
225,225,105002219
226,226,105595319
227,227,96362233
228,228,103703228
229,229,105042963
230,230,105276644
231,231,105687454
232,232,105685493
233,233,105784176
234,234,105685727
235,235,105532616
236,236,105373233
237,237,105046489
238,238,102809687
239,239,105822867
240,240,105610403
241,241,103718473
242,242,101856398
243,243,100281532
244,244,105919575
245,245,105919012
246,246,96716292
247,247,102840183
248,248,82801912
249,249,105359094
250,250,105755588
251,251,105331332
252,252,105726673
253,253,101395290
254,254,105727999
255,255,105473183
256,256,103068435
257,257,105784969
258,258,105414796
259,259,83192063
260,260,105392328
261,261,101068229
262,262,105459942
263,263,103776691
264,264,103518313
265,265,104847527
266,266,105014103
267,267,102893254
268,268,86606429
269,269,102696040
270,270,102696040
271,271,105654361
272,272,105847663
273,273,106077792
274,274,106083355
275,275,99797868
276,276,106087587
277,277,99797867
278,278,106076662
279,279,105799064
280,280,106076778
281,281,98910675
282,282,100096161
283,283,100431350
284,284,106075282
285,285,103949919
286,286,105106285
287,287,103301396
288,288,105673795
289,289,98398543
290,290,103657622
291,291,98398541
292,292,104848413
293,293,98725671
294,294,96726161
295,295,102447871
296,296,103983052
297,297,103295618
298,298,106076261
299,299,105975184
300,300,106076846
301,301,103776717
302,302,104275110
303,303,104275168
304,304,103776666
305,305,104275171
306,306,106025566
307,307,105557607
308,308,105911677
309,309,101617771
310,310,102914032
311,311,104772458
312,312,101617793
313,313,105911660
314,314,103921871
315,315,104027464
316,316,106075299
317,317,104412515
318,318,106075161
319,319,106041294
320,320,101691019
321,321,101831179
322,322,103505509
323,323,101831050
324,324,105329991
325,325,105275312
326,326,101690915
327,327,101831178
328,328,103776744
329,329,104567633
330,330,101831050
331,331,101691019
332,332,105329991
333,333,93866161
334,334,106055743
335,335,105232759
336,336,105877052
337,337,105092071
338,338,105217909
339,339,105217921
340,340,105217911
341,341,105217919
342,342,105217902
343,343,105217784
344,344,104636802
345,345,102417647
346,346,104636821
347,347,103781147
348,348,106079288
