,id
0,101087741
1,105373015
2,104595697
3,105032000
4,105397042
5,104693369
6,104904205
7,104353425
8,105462001
9,105265291
10,105581227
11,105492375
12,104079678
13,88129785
14,103695098
15,103695126
16,105526356
17,104800129
18,105614402
19,105473656
20,99973723
21,105829939
22,105831525
23,105831431
24,104579410
25,105281804
26,104220826
27,105354773
28,104090705
29,105328328
30,105328328
31,104440203
32,105578060
33,103919556
34,105615741
35,105468180
36,104956928
37,105657519
38,100144109
39,103317822
40,105553103
41,105332383
42,105332396
43,104398297
44,103694202
45,105065469
46,105863468
47,105462432
48,104544441
49,105329197
50,105657002
51,102904755
52,105313143
53,105448917
54,105497660
55,104869945
56,104916336
57,104982760
58,105667083
59,105032322
60,105567860
61,104001463
62,105843579
63,105562625
64,105579686
65,105935779
66,105728616
67,103424426
68,104727319
69,105709451
70,104912864
71,104943900
72,105105841
73,105976476
74,105325708
75,105625320
76,105880487
77,105717609
78,105988100
79,105705326
80,105845124
81,105865776
82,105250348
83,105271393
84,105643430
85,104786063
86,105620742
87,105049373
88,105779767
89,103623864
90,103925623
91,105692210
92,104967954
93,105276361
94,105149317
95,105487859
96,105591229
97,105575141
98,102521492
99,105488275
100,101092471
101,105648263
102,105570493
103,101210899
104,105707315
105,105688208
106,105755847
107,104574465
108,105819809
109,105528562
110,104320820
111,105874169
112,105075850
113,104798452
114,105519826
115,105866271
116,105692648
117,105520123
118,105188290
119,105776080
120,104669281
121,104379532
122,105717592
123,105676184
124,105259573
125,105453504
126,105711066
127,104830669
128,105391427
129,101145578
130,105552280
131,104765373
132,101423471
133,101083434
134,99915207
135,105469135
136,105650625
137,105987715
138,105592755
139,105443981
140,106000229
141,105837873
142,105885329
143,106002617
144,105531016
145,105352476
146,105672579
147,104160527
148,105384667
149,105057814
150,103626287
151,103454261
152,105182092
153,105974603
154,105958262
155,103950127
156,106006561
157,106004608
158,106005355
159,103831742
160,105526330
161,105526353
162,105960040
163,106006276
164,104387836
165,106006859
166,106006304
167,105153082
168,106006324
169,106006649
170,104418603
171,105667255
172,105520268
173,106007982
174,105048889
175,105666993
176,105956844
177,106004349
178,105733910
179,105682745
180,105999055
181,106006170
182,106006486
183,105425563
184,102960519
185,106006560
186,105628148
187,105688175
188,105774472
189,105775974
190,105587973
191,104078362
192,104767545
193,105137218
194,104777879
195,105667015
196,83879042
197,104247530
198,105728721
199,105735919
200,105869936
201,105663850
202,104823852
203,105799132
204,105108306
205,105959607
206,105918982
207,105840285
208,105943993
209,104150039
210,105750363
211,105918982
212,105840285
213,105108306
214,105792183
215,105503006
216,105703072
217,105216817
218,105961327
219,105727388
220,102634883
221,105831140
222,105678048
223,104653268
224,105171978
225,105369117
226,105976456
227,103843150
228,105148906
229,104601974
230,104970581
231,105474934
232,103929336
233,102199118
234,105462667
235,105976742
236,105266693
237,103757903
238,105659481
239,105990850
240,105613253
241,105080628
242,105526800
243,105986824
244,104006127
245,105994145
246,104302483
247,105490606
248,105157287
249,103343090
250,104786827
251,105483533
252,105667185
253,105589492
254,105530574
255,104409667
256,103307136
257,105925057
258,105262869
259,105843705
260,105960165
261,105854267
262,105446377
263,105880919
264,105043468
265,105825522
266,105384821
267,105905086
268,105863903
269,105580952
270,105597814
271,105958183
272,105580952
273,104763842
274,103106808
275,105819482
276,104516412
277,105676893
278,99735740
279,105691069
280,105990034
281,105575553
282,103774061
283,104622410
284,105854169
285,105960855
286,104441707
287,105854063
288,105965709
289,105570835
290,105995458
291,105652503
292,104781383
293,94325102
294,104173576
295,104149038
296,105992395
297,105994676
298,102102399
299,105736453
300,105994676
301,102037003
302,105932115
303,105262908
304,105616088
305,105571059
306,105977363
307,105728075
308,105329783
309,105977301
310,105538633
311,104674379
312,105986600
313,105361783
314,105735706
315,101404214
316,105447032
317,103869887
318,105682853
319,104600214
320,105591293
321,105642063
322,105522306
323,105464841
324,105327365
325,105499632
326,105579416
327,105195231
328,105687470
329,105774831
330,105811265
331,104497934
332,103071637
333,104814320
334,105688383
335,105253102
336,105252310
337,105253244
338,104863824
339,101392284
340,105777616
341,105468628
342,105374562
343,105663926
344,104766008
345,105036609
346,99022559
347,105945367
348,105736029
349,98209981
350,104785797
351,104022809
352,104676088
353,104242152
354,100196555
355,105973614
356,105490816
357,105701936
358,105199324
359,102598807
360,105773094
361,105422730
362,105440218
363,105199324
364,105860354
365,105856154
366,105800467
367,105666884
368,105904741
369,105317340
370,104815741
371,104131040
372,105801939
373,104165160
374,104234410
375,105743999
376,105754450
377,105612044
378,105020052
379,105367184
380,104471303
381,104416095
382,105925452
383,105591115
384,105524653
385,105699220
386,104320128
387,105640326
388,102858320
389,105650263
390,102858320
391,105736675
392,105340969
393,105611016
394,105237235
395,105694746
396,104770227
397,104533747
398,105556028
399,103096159
400,100620063
401,105449413
402,104230697
403,100620015
404,104465013
405,105538858
406,101299219
407,104695996
408,101731093
409,105770550
