,id,title,location,city,price,original_price,discount,m2,hab,floor,air,terrace,storage,elevator,garage,outside,wardrobes,pool,garden,energy,co2,status,satus
1379,104768853,Piso en venta en calle dels Banys Nous,El,"Gòtic,",575500,575500,0,93.0,2.0,Planta 3ª interior con ascensor,True,False,False,True,False,False,True,False,False,,,,Buen estado
1380,105969784,Piso en venta en calle d'En Roig,El,"Raval,",175500,175500,0,62.0,2.0,Planta 6ª exterior sin ascensor,False,True,False,True,False,True,False,False,False,,,,Buen estado
1381,105941400,Piso en venta en calle dels Mirallers s/n,Sant,Pere,600000,600000,0,131.0,4.0,Planta 2ª exterior con ascensor,True,False,False,True,False,True,True,False,False,,,,Buen estado
1382,105780247,Piso en venta en calle de Sant Antoni Abat,El,"Raval,",156000,156000,0,58.0,2.0,Planta 1ª interior sin ascensor,False,False,False,True,False,False,False,False,False,,,,A reformar
1383,105323009,Estudio en venta en calle de la Mestrança,La,"Barceloneta,",189900,189900,0,35.0,,Bajo exterior sin ascensor,True,False,False,True,False,True,False,False,False,46,,,Buen estado
1384,105967308,Piso en venta en calle del Carme,El,"Raval,",910000,910000,0,157.0,3.0,Planta 3ª con ascensor,False,False,False,True,False,False,False,False,False,186,,,Buen estado
1385,98355519,Piso en venta en calle de l'Argenter,Sant,Pere,345000,345000,0,132.0,2.0,Bajo sin ascensor,False,False,True,True,False,False,False,False,False,,,,Buen estado
1386,103651876,Piso en venta en calle del Carme,El,"Raval,",910000,910000,0,157.0,3.0,Planta 3ª exterior con ascensor,True,False,False,True,False,True,False,False,False,186,39,,Buen estado
1387,103937285,Piso en venta en calle d'Avinyó,El,"Gòtic,",393000,393000,0,102.0,3.0,Planta 2ª exterior sin ascensor,False,False,False,True,False,True,False,False,False,"159,7","32,1",,A reformar
1388,103638772,Estudio en venta en calle de Sant Miquel,La,"Barceloneta,",130000,130000,0,36.0,,Bajo exterior sin ascensor,True,False,False,True,False,True,False,False,False,,,,Buen estado
1389,105919393,Piso en venta en calle dels Corders,Sant,Pere,310000,310000,0,70.0,3.0,Planta 2ª exterior sin ascensor,False,False,False,True,False,True,False,False,False,,,,Buen estado
1390,104324432,Piso en venta en calle de Corretger,Sant,Pere,260000,260000,0,50.0,1.0,Planta 4ª exterior sin ascensor,True,False,False,True,False,True,False,False,False,42,,,Buen estado
1391,102485372,Dúplex en venta en calle Colom,El,"Gòtic,",485000,"
490000 €
",0,61.0,2.0,Planta 1ª exterior con ascensor,True,False,False,True,False,True,True,False,False,110,27,,Buen estado
1392,105542672,Piso en venta en calle del Doctor Dou s/n,El,"Raval,",475000,475000,0,90.0,3.0,Planta 4ª exterior con ascensor,False,False,False,True,False,True,False,False,False,,,,Buen estado
1393,105656954,Piso en venta en calle de Santa Anna,El,"Gòtic,",300000,300000,0,55.0,3.0,Planta 2ª interior sin ascensor,False,False,False,True,False,False,False,False,False,,,,Buen estado
1394,103538437,Piso en venta en calle d'En Cortines,Sant,Pere,235000,235000,0,39.0,1.0,Planta 4ª exterior con ascensor,True,False,False,True,False,True,True,False,False,,,,Buen estado
1395,102187311,Piso en venta en via Laietana,Sant,Pere,1100000,1100000,0,170.0,3.0,Planta 1ª interior con ascensor,False,False,False,True,False,False,False,False,False,,,,Buen estado
1396,101402242,Piso en venta en calle Botella,El,"Raval,",149000,149000,0,75.0,3.0,Planta 1ª exterior sin ascensor,False,False,False,True,False,True,False,False,False,,,,A reformar
1397,105502504,Piso en venta en calle de Sant Pere Mitjà,Sant,Pere,260000,260000,0,41.0,1.0,Planta 6ª exterior sin ascensor,False,True,False,True,False,True,False,False,False,,,,Buen estado
1398,95512781,Piso en venta en calle de la Llibreteria,El,"Gòtic,",680000,680000,0,125.0,4.0,Planta 1ª exterior con ascensor,False,False,False,True,False,True,False,False,False,,,,Buen estado
1399,85299644,Piso en venta en calle del Cardenal Casañas,El,"Gòtic,",1335000,1335000,0,181.0,3.0,Planta 1ª exterior con ascensor,True,False,False,True,False,True,False,False,False,33,,,Buen estado
1400,104959392,Piso en venta en calle del Pintor Fortuny,El,"Raval,",798000,798000,0,145.0,4.0,Planta 3ª exterior con ascensor,True,False,True,True,False,True,True,False,False,118,,,Buen estado
1401,105218160,Piso en venta en calle dels Banys Nous,El,"Gòtic,",575500,575500,0,93.0,2.0,Planta 3ª interior con ascensor,True,False,False,True,False,False,False,False,False,,,,Buen estado
1402,104048299,Piso en venta en calle de les Ramelleres,El,"Raval,",200000,200000,0,54.0,2.0,Planta 4ª exterior sin ascensor,True,False,False,True,False,True,False,False,False,,,,Buen estado
1403,104866964,Piso en venta en calle dels Escudellers,El,"Gòtic,",848000,848000,0,212.0,6.0,Planta 1ª exterior sin ascensor,True,True,True,True,False,True,False,False,False,"159,9","29,4",,Buen estado
1404,103327079,Ático en venta en calle de Sant Pere Més Baix,Sant,Pere,299000,299000,0,41.0,1.0,Planta 3ª exterior sin ascensor,True,True,False,True,False,True,False,False,False,"161,6","39,8",,Buen estado
1405,104707739,Piso en venta en calle de Sant Elm,La,"Barceloneta,",438000,438000,0,70.0,3.0,Planta 2ª exterior sin ascensor,True,True,False,True,False,True,False,False,False,144,36,,Buen estado
1406,105906310,Piso en venta en calle de les Flors,El,"Raval,",230000,230000,0,71.0,1.0,Planta 1ª con ascensor,False,False,False,True,False,False,False,False,False,120,,,Buen estado
1407,105913232,Piso en venta en calle del Príncep de Viana,El,"Raval,",175000,175000,0,57.0,3.0,Planta 4ª exterior sin ascensor,False,False,False,True,False,True,False,False,False,,,,Buen estado
1408,104866964,Piso en venta en calle dels Escudellers,El,"Gòtic,",848000,848000,0,212.0,6.0,Planta 1ª exterior sin ascensor,True,True,True,True,False,True,False,False,False,"159,9","29,4",,Buen estado
1409,85299644,Piso en venta en calle del Cardenal Casañas,El,"Gòtic,",1335000,1335000,0,181.0,3.0,Planta 1ª exterior con ascensor,True,False,False,True,False,True,False,False,False,33,,,Buen estado
1410,101402242,Piso en venta en calle Botella,El,"Raval,",149000,149000,0,75.0,3.0,Planta 1ª exterior sin ascensor,False,False,False,True,False,True,False,False,False,,,,A reformar
1411,104959392,Piso en venta en calle del Pintor Fortuny,El,"Raval,",798000,798000,0,145.0,4.0,Planta 3ª exterior con ascensor,True,False,True,True,False,True,True,False,False,118,,,Buen estado
1412,104048299,Piso en venta en calle de les Ramelleres,El,"Raval,",200000,200000,0,54.0,2.0,Planta 4ª exterior sin ascensor,True,False,False,True,False,True,False,False,False,,,,Buen estado
1413,103780921,Piso en venta en calle del Carme,El,"Raval,",315000,315000,0,90.0,2.0,Planta 2ª exterior con ascensor,False,False,False,True,False,True,False,False,False,,,,Buen estado
1414,105919393,Piso en venta en calle dels Corders,Sant,Pere,310000,310000,0,70.0,3.0,Planta 2ª exterior sin ascensor,False,False,False,True,False,True,False,False,False,,,,Buen estado
1415,101503615,Piso en venta en calle Gíriti,Sant,Pere,550000,550000,0,89.0,2.0,Planta 2ª exterior con ascensor,True,False,False,True,False,True,True,False,False,,,,Buen estado
1416,103722153,Piso en venta en calle del Doctor Aiguader,Sant,Pere,360000,360000,0,62.0,1.0,Planta 3ª exterior con ascensor,True,False,False,True,False,True,True,False,False,"156,3","32,2",,Buen estado
1417,105273585,Piso en venta en calle de la Riereta,El,"Raval,",490000,490000,0,124.0,4.0,Planta 2ª exterior sin ascensor,False,False,False,True,False,True,False,False,False,,,,Buen estado
1418,105489154,"Estudio en venta en calle de Sant Josep Oriol, 17",El,"Raval,",340000,"
370000 €
",0,75.0,,Bajo exterior sin ascensor,True,True,False,True,False,True,False,False,False,,,,Buen estado
1419,105782935,Estudio en venta en calle del Brosolí,Sant,Pere,225000,225000,0,32.0,,Planta 1ª exterior sin ascensor,True,False,False,True,False,True,False,False,False,,,,Buen estado
1420,105278376,Piso en venta en calle de Verdaguer i Callís,Sant,Pere,475000,475000,0,102.0,2.0,Planta 1ª interior sin ascensor,True,True,False,True,False,False,False,False,False,48,,,Buen estado
1421,104609215,Piso en venta en calle dels Lledó,El,"Gòtic,",465000,465000,0,80.0,1.0,Planta 1ª exterior con ascensor,True,False,False,True,False,True,True,False,False,,,,Buen estado
1422,105273148,Piso en venta en calle de la Blanqueria,Sant,Pere,400000,400000,0,105.0,4.0,Planta 2ª exterior sin ascensor,False,False,False,True,False,True,False,False,False,138,35,,Buen estado
1423,91698478,"Ático en venta en rambla de Sant Josep, 82",El,"Gòtic,",351000,351000,0,70.0,2.0,Planta 5ª exterior con ascensor,True,True,True,True,False,True,True,False,False,178,,,Buen estado
1424,105070508,"Piso en venta en calle del Pi, 9",El,"Gòtic,",320000,320000,0,80.0,2.0,Planta 5ª exterior sin ascensor,False,False,False,True,False,True,False,False,False,145,30,,Buen estado
1425,105273412,Piso en venta en calle de Josep Anselm Clavé,El,"Gòtic,",590000,590000,0,138.0,5.0,Planta 1ª exterior con ascensor,True,True,False,True,False,True,False,False,False,139,29,,Buen estado
1426,101205183,Piso en venta en Hospital s/n,El,"Raval,",190000,190000,0,71.0,2.0,Planta 2ª exterior sin ascensor,False,False,False,True,False,True,False,False,False,,,,Buen estado
