,Unnamed: 0,id
239,239,105990850
240,240,105613253
241,241,105080628
242,242,105526800
243,243,105986824
244,244,104006127
245,245,105994145
246,246,104302483
247,247,105490606
248,248,105157287
249,249,103343090
250,250,104786827
251,251,105483533
252,252,105667185
253,253,105589492
254,254,105530574
255,255,104409667
256,256,103307136
257,257,105925057
258,258,105262869
259,259,105843705
260,260,105960165
261,261,105854267
262,262,105446377
263,263,105880919
264,264,105043468
265,265,105825522
266,266,105384821
267,267,105905086
268,268,105863903
269,269,105580952
270,270,105597814
271,271,105958183
272,272,105580952
273,273,104763842
274,274,103106808
275,275,105819482
276,276,104516412
277,277,105676893
278,278,99735740
279,279,105691069
280,280,105990034
281,281,105575553
282,282,103774061
283,283,104622410
284,284,105854169
285,285,105960855
286,286,104441707
287,287,105854063
288,288,105965709
289,289,105570835
290,290,105995458
291,291,105652503
292,292,104781383
293,293,94325102
294,294,104173576
295,295,104149038
296,296,105992395
297,297,105994676
298,298,102102399
299,299,105736453
300,300,105994676
301,301,102037003
302,302,105932115
303,303,105262908
304,304,105616088
305,305,105571059
306,306,105977363
307,307,105728075
308,308,105329783
309,309,105977301
310,310,105538633
311,311,104674379
312,312,105986600
313,313,105361783
314,314,105735706
315,315,101404214
316,316,105447032
317,317,103869887
318,318,105682853
319,319,104600214
320,320,105591293
321,321,105642063
322,322,105522306
323,323,105464841
324,324,105327365
325,325,105499632
326,326,105579416
327,327,105195231
328,328,105687470
329,329,105774831
330,330,105811265
331,331,104497934
332,332,103071637
333,333,104814320
334,334,105688383
335,335,105253102
336,336,105252310
337,337,105253244
338,338,104863824
339,339,101392284
340,340,105777616
341,341,105468628
342,342,105374562
343,343,105663926
344,344,104766008
345,345,105036609
346,346,99022559
347,347,105945367
348,348,105736029
349,349,98209981
350,350,104785797
351,351,104022809
352,352,104676088
353,353,104242152
354,354,100196555
355,355,105973614
356,356,105490816
357,357,105701936
358,358,105199324
359,359,102598807
360,360,105773094
361,361,105422730
362,362,105440218
363,363,105199324
364,364,105860354
365,365,105856154
366,366,105800467
367,367,105666884
368,368,105904741
369,369,105317340
370,370,104815741
371,371,104131040
372,372,105801939
373,373,104165160
374,374,104234410
375,375,105743999
376,376,105754450
377,377,105612044
378,378,105020052
379,379,105367184
380,380,104471303
381,381,104416095
382,382,105925452
383,383,105591115
384,384,105524653
385,385,105699220
386,386,104320128
387,387,105640326
388,388,102858320
389,389,105650263
390,390,102858320
391,391,105736675
392,392,105340969
393,393,105611016
394,394,105237235
395,395,105694746
396,396,104770227
397,397,104533747
398,398,105556028
399,399,103096159
400,400,100620063
401,401,105449413
402,402,104230697
403,403,100620015
404,404,104465013
405,405,105538858
406,406,101299219
407,407,104695996
408,408,101731093
409,409,105770550
410,410,105910332
411,411,105790266
412,412,104117049
413,413,105592523
414,414,105750577
415,415,105351902
416,416,105445740
417,417,105232077
418,418,105269905
419,419,103868555
420,420,103868555
421,421,105388394
422,422,105374523
423,423,105612636
424,424,105223248
425,425,105898190
426,426,105573882
427,427,105470056
428,428,104509848
429,429,105661154
430,430,105580867
431,431,105473906
432,432,105542481
433,433,105781376
434,434,105957364
435,435,105871343
436,436,105781404
437,437,105200659
438,438,105904270
439,439,104681260
440,440,106009206
441,441,105457114
442,442,104491424
443,443,106006410
444,444,105262404
445,445,105584349
446,446,106006068
447,447,106009132
448,448,105998821
449,449,105788915
450,450,105656491
451,451,100587374
452,452,97234707
453,453,106004764
454,454,105854229
455,455,96615163
456,456,104104070
457,457,100678369
458,458,106006226
459,459,105439862
460,460,102893301
461,461,105891619
462,462,102775594
463,463,105891620
464,464,106006056
465,465,105891621
466,466,105915269
467,467,99083693
468,468,105937977
469,469,106001823
470,470,105903608
471,471,104620890
472,472,104744329
473,473,104744360
474,474,105433827
475,475,104744373
476,476,104503217
477,477,105625436
478,478,106001746
479,479,106001099
480,480,102135550
481,481,105281213
482,482,104258433
483,483,104258463
484,484,105963726
485,485,105966265
486,486,105985255
487,487,101821545
488,488,105958755
489,489,105937964
490,490,102398617
491,491,105928479
492,492,98350412
493,493,105999283
494,494,105540119
495,495,105540154
496,496,106006426
497,497,99752154
498,498,105588428
499,499,102195153
500,500,104946969
501,501,105929345
502,502,102011963
503,503,104947439
504,504,105995369
505,505,105998026
506,506,101974237
507,507,105372821
508,508,105961430
509,509,104850304
510,510,104877074
511,511,105532693
512,512,106002003
513,513,105553607
514,514,105966442
515,515,104202561
516,516,101244237
517,517,104202471
518,518,104202495
519,519,104359206
520,520,105061391
521,521,105061378
522,522,105886950
523,523,105779589
524,524,105977289
525,525,105378907
526,526,105061392
527,527,105061354
528,528,105978263
529,529,105909596
530,530,104639220
531,531,105924945
532,532,105819213
533,533,105136428
534,534,105205472
535,535,103364562
536,536,105889297
537,537,104964974
538,538,105993142
539,539,105975433
540,540,105995930
541,541,105975433
542,542,105526680
543,543,105976054
544,544,105334258
545,545,105976573
546,546,105764189
547,547,105405228
548,548,99172732
549,549,105204047
550,550,105993660
551,551,105594992
552,552,105823266
553,553,101829880
554,554,101830089
555,555,101830009
556,556,104983633
557,557,105450484
558,558,102526891
559,559,104544629
560,560,104160734
561,561,105937564
562,562,105680018
563,563,104953072
564,564,105137623
565,565,105678678
566,566,105709513
567,567,100921064
568,568,105686518
569,569,102116209
570,570,105988608
571,571,104773461
572,572,104827869
573,573,105686518
574,574,104010974
575,575,105231341
576,576,105231350
577,577,105231339
578,578,105231351
579,579,105231330
580,580,105875000
581,581,105231332
582,582,105231331
583,583,105231448
584,584,105531700
585,585,105231402
586,586,105915131
587,587,103517049
588,588,105231329
589,589,98284864
590,590,100628927
591,591,105509297
592,592,105231323
593,593,104866477
594,594,96165660
595,595,103977299
596,596,105849567
597,597,105608626
598,598,104660931
599,599,105872954
600,600,105608626
601,601,104253615
602,602,105511454
603,603,105868921
604,604,104660931
605,605,105367242
606,606,105574105
607,607,98284996
608,608,105375853
609,609,105781616
610,610,105119416
611,611,99713704
612,612,105911628
613,613,92269459
614,614,99199192
615,615,105989562
616,616,105874157
617,617,105246653
618,618,105306862
619,619,104071858
620,620,101885988
621,621,103893026
622,622,105315969
623,623,102302250
624,624,105614619
625,625,105312933
626,626,104229165
627,627,105570079
628,628,105993141
629,629,105189046
630,630,105993141
631,631,105577530
632,632,105570079
633,633,105233248
634,634,105884185
635,635,105688483
636,636,105623780
637,637,104901681
638,638,105964715
639,639,104285921
640,640,105215929
641,641,105792752
642,642,105340934
643,643,103127437
644,644,104875271
645,645,105451726
646,646,104084214
647,647,105988805
648,648,105909727
649,649,105500053
650,650,105078808
651,651,105976537
652,652,105976218
653,653,105132818
654,654,105600959
655,655,105939275
656,656,104886183
657,657,105856980
658,658,105696978
659,659,105931506
660,660,105678350
661,661,99169141
662,662,105091253
663,663,105615018
664,664,105659342
665,665,104792834
666,666,105978095
667,667,88691562
668,668,104544842
669,669,105483926
670,670,36279421
671,671,105853427
672,672,104798431
673,673,92940559
674,674,104896816
675,675,95939785
676,676,97572803
677,677,103664216
678,678,105853909
679,679,105765140
680,680,105365700
681,681,105399413
682,682,104193969
683,683,103747913
684,684,105972849
685,685,103978314
686,686,103942406
687,687,94143115
688,688,105096534
689,689,104173452
690,690,103942406
691,691,105902122
692,692,103020168
693,693,102549514
694,694,105892321
695,695,105568298
696,696,104874345
697,697,105977403
698,698,104909711
699,699,105346907
700,700,105631612
701,701,105629883
702,702,105310128
703,703,105641891
704,704,104354080
705,705,105302700
706,706,105981137
707,707,105818514
708,708,105820141
709,709,104965240
710,710,105927396
711,711,105843746
712,712,105380686
713,713,103418458
714,714,105337399
715,715,93595451
716,716,105850221
717,717,104196234
718,718,104229192
719,719,105865315
720,720,105380686
721,721,105825551
722,722,103376654
723,723,105435515
724,724,104800395
725,725,105910917
726,726,105570721
727,727,101937340
728,728,105441870
729,729,105825257
730,730,105832414
731,731,104068088
732,732,105567245
733,733,105571087
734,734,105677247
735,735,105911993
736,736,105546980
737,737,104772160
738,738,105560091
739,739,105878388
740,740,104810837
741,741,103946388
742,742,104617489
743,743,104914625
744,744,104502414
745,745,105098056
746,746,105856992
747,747,105913765
748,748,105900857
749,749,105632453
750,750,105856966
751,751,105856992
752,752,105632453
753,753,105575542
754,754,105515423
755,755,102035869
756,756,103088603
757,757,105092404
758,758,105870023
759,759,105633988
760,760,105987482
761,761,105987483
762,762,105376770
763,763,105658383
764,764,99314750
765,765,101127279
766,766,104497292
767,767,104226515
768,768,101248081
769,769,103474765
770,770,105929386
771,771,101343898
772,772,105897756
773,773,104768101
774,774,105755788
775,775,104193988
776,776,105879637
777,777,105909062
778,778,105934884
779,779,104535022
780,780,105796137
781,781,105929657
782,782,105897756
783,783,104768101
784,784,105929650
785,785,101343898
786,786,105936278
787,787,105934917
788,788,104608408
789,789,105604248
790,790,105467967
791,791,103193511
792,792,104022251
793,793,104763791
794,794,99903259
795,795,104845012
796,796,101895713
797,797,101895523
798,798,104955914
799,799,105373040
800,800,105535588
801,801,105051528
802,802,104825462
803,803,104508036
804,804,105964109
805,805,103584888
806,806,104666695
807,807,104663977
808,808,100026365
809,809,101988239
810,810,105369778
811,811,104921205
812,812,105494972
813,813,105972725
814,814,105322520
815,815,100026365
816,816,104674189
817,817,104666568
818,818,101988239
819,819,104436839
820,820,104663977
821,821,105287230
822,822,104665958
823,823,105183997
824,824,105500287
825,825,105364094
826,826,105619289
827,827,105896671
828,828,105884757
829,829,102519690
830,830,105496285
831,831,104406906
832,832,102563349
833,833,105661090
834,834,104868812
835,835,104505172
836,836,105121681
837,837,104537301
838,838,104947636
839,839,105774130
840,840,105334698
841,841,105774130
842,842,105648515
843,843,105844625
844,844,104947636
845,845,105981381
846,846,105589722
847,847,105540274
848,848,105888115
849,849,105889044
850,850,104766848
851,851,104214719
852,852,105373336
853,853,105695960
854,854,105648431
855,855,104209140
856,856,105098249
857,857,105699230
858,858,105027507
859,859,102419693
860,860,89716340
861,861,105780785
862,862,105761821
863,863,104260514
864,864,105882746
865,865,105781431
866,866,105595040
867,867,105834817
868,868,105478765
869,869,105992057
870,870,105655536
871,871,105116212
872,872,105478765
873,873,105992057
874,874,105834713
875,875,103177191
876,876,102312322
877,877,105164250
878,878,105776328
879,879,104689015
880,880,105627093
881,881,104863768
882,882,104951791
883,883,105827180
884,884,105767706
885,885,100182704
886,886,105597523
887,887,105671700
888,888,105778197
889,889,97332071
890,890,99125415
891,891,104060620
892,892,105836508
893,893,104299898
894,894,101936062
895,895,105854503
896,896,89440641
897,897,103196065
898,898,105836473
899,899,101939163
900,900,102170973
901,901,105836508
902,902,105330958
903,903,104224693
904,904,101050459
905,905,103588717
906,906,105651167
907,907,105495254
908,908,104911611
909,909,103925350
910,910,102684049
911,911,103377078
912,912,104912949
913,913,104263502
914,914,103232660
915,915,105702630
916,916,105632946
917,917,105985996
918,918,105838851
919,919,99844724
920,920,100641418
921,921,104199476
922,922,105571651
923,923,102560572
924,924,105970659
925,925,105629393
926,926,103088714
927,927,101892662
928,928,102978146
929,929,105919557
930,930,105591962
931,931,102769030
932,932,105629393
933,933,105466075
934,934,105592289
935,935,105919557
936,936,33237979
937,937,101892662
938,938,102797001
939,939,105383953
940,940,105180601
941,941,104365693
942,942,104607912
943,943,103088714
944,944,105470051
945,945,105405701
946,946,103740403
947,947,103088579
948,948,105880417
949,949,102821877
950,950,104891789
951,951,100738901
952,952,99774803
953,953,105954915
954,954,105856234
955,955,105504629
956,956,105051413
957,957,104913354
958,958,105051675
959,959,104913581
960,960,105504629
961,961,96509838
962,962,104889893
963,963,105051251
964,964,105921716
965,965,104773150
966,966,104825165
967,967,105504716
968,968,105921699
969,969,105066788
970,970,105520668
971,971,105504831
972,972,105375453
973,973,105921717
974,974,105915415
975,975,100847823
976,976,105777489
977,977,94233352
978,978,104060323
979,979,104634584
980,980,105542267
981,981,105635732
982,982,105495633
983,983,105088880
984,984,104851530
985,985,104980461
986,986,102862045
987,987,104725048
988,988,104626411
989,989,105871068
990,990,105465530
991,991,99343869
992,992,104167790
993,993,103027787
994,994,104474430
995,995,105703417
996,996,102483282
997,997,102905794
998,998,105087238
999,999,105490938
1000,1000,105616265
1001,1001,102081768
1002,1002,104864562
1003,1003,104206963
1004,1004,105923981
1005,1005,104591084
1006,1006,105564612
1007,1007,84806959
1008,1008,35982874
1009,1009,104450825
1010,1010,105126574
1011,1011,104280456
1012,1012,103996076
1013,1013,104608350
1014,1014,105656622
1015,1015,103769803
1016,1016,105656633
1017,1017,97034557
1018,1018,102297348
1019,1019,103616929
1020,1020,103616929
1021,1021,101651225
1022,1022,100680507
1023,1023,103658820
1024,1024,98284833
1025,1025,104439505
1026,1026,105711890
1027,1027,105941653
1028,1028,105748292
1029,1029,100159921
1030,1030,105358747
1031,1031,105064771
1032,1032,105438755
1033,1033,105358375
1034,1034,105358312
1035,1035,105358132
1036,1036,105357975
1037,1037,104599503
1038,1038,105062853
1039,1039,103000148
1040,1040,103638239
1041,1041,102825631
1042,1042,105772139
